f1_score,accuracy,mean-precision,mean-recall,train-loss,test-loss,epoch
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,4.294155600809534,3.245869696396822,1
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,3.511376189518405,2.6604112528089523,2
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,2.869182237409912,2.149903858704321,3
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,2.319450316064524,1.7587399375457253,4
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.9005470116577492,1.5008730552467568,5
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.611453281764068,1.3473335482914413,6
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.4352260057568964,1.2661523651473146,7
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.3396144086144293,1.216537087587463,8
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.2787463373484513,1.1691076787532741,9
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.2307830371619588,1.1222393079073516,10
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.1913051860005122,1.078888884731445,11
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.1561569767620912,1.0384096105974536,12
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.1217473192306697,0.9996805047895563,13
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.0869279585979108,0.9623296834510711,14
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.052071742355259,0.9263910871701804,15
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,1.0178633291125287,0.8919908300307662,16
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,0.984800137384276,0.8592571034325954,17
0.9681945743685686,0.9705882352941176,0.9782608695652174,0.9583333333333333,0.9531443648811465,0.8282868848007663,18
