f1_score,accuracy,mean-precision,mean-recall,train-loss,test-loss,epoch
1.0,1.0,1.0,1.0,2.7546543226969216,2.4589459427727007,1
1.0,1.0,1.0,1.0,2.4574956799275207,2.2398727326320653,2
1.0,1.0,1.0,1.0,2.2646574965549533,2.09935389034784,3
1.0,1.0,1.0,1.0,2.139680165601921,2.0093002694654256,4
1.0,1.0,1.0,1.0,2.0586248704580767,1.9515118903080608,5
1.0,1.0,1.0,1.0,2.005771625887589,1.914083970191901,6
1.0,1.0,1.0,1.0,1.9707962807362633,1.88930345428735,7
1.0,1.0,1.0,1.0,1.9470180840365336,1.8722779344153966,8
1.0,1.0,1.0,1.0,1.93020042379446,1.859970295228434,9
1.0,1.0,1.0,1.0,1.9177026933149286,1.8505262345576123,10
1.0,1.0,1.0,1.0,1.9078972836257102,1.842825436016489,11
1.0,1.0,1.0,1.0,1.8997855370254277,1.8361941741746461,12
1.0,1.0,1.0,1.0,1.89275374273084,1.8302269880199222,13
1.0,1.0,1.0,1.0,1.8864220425244433,1.8246784073017972,14
1.0,1.0,1.0,1.0,1.880552396992885,1.8193981321744646,15
1.0,1.0,1.0,1.0,1.8749930422704904,1.814292552518836,16
1.0,1.0,1.0,1.0,1.869645091935984,1.809301998628638,17
1.0,1.0,1.0,1.0,1.8644424389829777,1.804387302563483,18
1.0,1.0,1.0,1.0,1.8593396062153693,1.7995218427313888,19
1.0,1.0,1.0,1.0,1.8543043431930086,1.7946868115896852,20
1.0,1.0,1.0,1.0,1.849313065223854,1.7898683791223051,21
1.0,1.0,1.0,1.0,1.8443480037111335,1.7850559745379142,22
1.0,1.0,1.0,1.0,1.8393953957178368,1.7802412308260571,23
1.0,1.0,1.0,1.0,1.834444311612709,1.7754173250630447,24
1.0,1.0,1.0,1.0,1.8294858798571767,1.7705785572578496,25
1.0,1.0,1.0,1.0,1.8245127629386264,1.7657200747360569,26
1.0,1.0,1.0,1.0,1.8195187950007619,1.7608376866588822,27
1.0,1.0,1.0,1.0,1.8144987256302005,1.7559277353732434,28
1.0,1.0,1.0,1.0,1.8094480347749324,1.7509870043450073,29
1.0,1.0,1.0,1.0,1.8043627963212903,1.746012650193718,30
1.0,1.0,1.0,1.0,1.799239575635393,1.741002151006664,31
1.0,1.0,1.0,1.0,1.7940753512699739,1.7359532659359505,32
1.0,1.0,1.0,1.0,1.7888674541699694,1.7308640028184807,33
1.0,1.0,1.0,1.0,1.7836135197518808,1.725732591642284,34
1.0,1.0,1.0,1.0,1.77831144958847,1.7205574623711823,35
1.0,1.0,1.0,1.0,1.7729593803494936,1.7153372260863646,36
1.0,1.0,1.0,1.0,1.76755565828411,1.7100706586995753,37
1.0,1.0,1.0,1.0,1.7620988179772556,1.7047566866935826,38
1.0,1.0,1.0,1.0,1.7565875644318811,1.6993943744852338,39
1.0,1.0,1.0,1.0,1.7510207577610946,1.6939829131055855,40
1.0,1.0,1.0,1.0,1.745397399945182,1.6885216099635851,41
1.0,1.0,1.0,1.0,1.739716623235709,1.6830098795129844,42
1.0,1.0,1.0,1.0,1.7339776798846116,1.6774472346822,43
1.0,1.0,1.0,1.0,1.7281799329487169,1.6718332789573471,44
1.0,1.0,1.0,1.0,1.7223228479755277,1.6661676990322907,45
1.0,1.0,1.0,1.0,1.7164059854186628,1.6604502579579894,46
1.0,1.0,1.0,1.0,1.710428993664206,1.6546807887379724,47
1.0,1.0,1.0,1.0,1.7043916025747639,1.6488591883283996,48
1.0,1.0,1.0,1.0,1.6982936174779493,1.6429854120104563,49
1.0,1.0,1.0,1.0,1.6921349135416732,1.6370594681103745,50
1.0,1.0,1.0,1.0,1.685915430490967,1.6310814130484685,51
1.0,1.0,1.0,1.0,1.679635167630888,1.6250513467035912,52
1.0,1.0,1.0,1.0,1.6732941791479625,1.6189694080834098,53
1.0,1.0,1.0,1.0,1.6668925696689623,1.6128357712942518,54
1.0,1.0,1.0,1.0,1.6604304900610622,1.6066506418068336,55
1.0,1.0,1.0,1.0,1.6539081334617305,1.6004142530162864,56
1.0,1.0,1.0,1.0,1.6473257315303471,1.59412686309644,57
1.0,1.0,1.0,1.0,1.6406835509166442,1.5877887521494083,58
1.0,1.0,1.0,1.0,1.6339818899437404,1.5814002196522337,59
1.0,1.0,1.0,1.0,1.627221075505889,1.5749615822026284,60
1.0,1.0,1.0,1.0,1.6204014601831482,1.5684731715657996,61
1.0,1.0,1.0,1.0,1.6135234195770092,1.5619353330239556,62
1.0,1.0,1.0,1.0,1.6065873498726642,1.555348424029368,63
1.0,1.0,1.0,1.0,1.599593665635015,1.5487128131608718,64
1.0,1.0,1.0,1.0,1.5925427978467304,1.5420288793824273,65
1.0,1.0,1.0,1.0,1.5854351921976242,1.5352970116008442,66
1.0,1.0,1.0,1.0,1.5782713076353239,1.5285176085180803,67
1.0,1.0,1.0,1.0,1.571051615187584,1.5216910787716111,68
1.0,1.0,1.0,1.0,1.5637765970666275,1.5148178413543751,69
1.0,1.0,1.0,1.0,1.5564467460655453,1.5078983263036576,70
1.0,1.0,1.0,1.0,1.549062565255968,1.5009329756461256,71
1.0,1.0,1.0,1.0,1.5416245679949714,1.4939222445840494,72
1.0,1.0,1.0,1.0,1.5341332782474035,1.486866602905622,73
1.0,1.0,1.0,1.0,1.5265892312275484,1.47976653660028,74
1.0,1.0,1.0,1.0,1.51899297436129,1.472622549658035,75
1.0,1.0,1.0,1.0,1.511345068566678,1.465435166030164,76
1.0,1.0,1.0,1.0,1.5036460898471729,1.4582049317271586,77
1.0,1.0,1.0,1.0,1.4958966311877935,1.4509324170286744,78
1.0,1.0,1.0,1.0,1.4880973047401391,1.4436182187793953,79
1.0,1.0,1.0,1.0,1.4802487442778003,1.4362629627441708,80
1.0,1.0,1.0,1.0,1.4723516078991912,1.4288673059956645,81
1.0,1.0,1.0,1.0,1.464406580950441,1.4214319393078698,82
1.0,1.0,1.0,1.0,1.4564143791367976,1.4139575895293919,83
1.0,1.0,1.0,1.0,1.448375751787159,1.4064450219111626,84
1.0,1.0,1.0,1.0,1.4402914852329818,1.398895042364347,85
1.0,1.0,1.0,1.0,1.4321624062599951,1.3913084996254632,86
1.0,1.0,1.0,1.0,1.423989385589,1.3836862873072182,87
1.0,1.0,1.0,1.0,1.415773341340574,1.3760293458150752,88
1.0,1.0,1.0,1.0,1.407515242437798,1.3683386641112132,89
1.0,1.0,1.0,1.0,1.3992161119011381,1.360615281309098,90
1.0,1.0,1.0,1.0,1.3908770299904014,1.3528602880834137,91
1.0,1.0,1.0,1.0,1.3824991371501052,1.3450748278815463,92
1.0,1.0,1.0,1.0,1.3740836367166913,1.337260097924073,93
1.0,1.0,1.0,1.0,1.3656317973486254,1.32941734998288,94
1.0,1.0,1.0,1.0,1.3571449551435097,1.3215478909265275,95
1.0,1.0,1.0,1.0,1.3486245154098142,1.3136530830233606,96
1.0,1.0,1.0,1.0,1.3400719540645691,1.305734343993662,97
1.0,1.0,1.0,1.0,1.3314888186323635,1.2977931468028774,98
1.0,1.0,1.0,1.0,1.3228767288250933,1.2898310191887015,99
1.0,1.0,1.0,1.0,1.3142373766860993,1.2818495429156247,100
1.0,1.0,1.0,1.0,1.3055725262865843,1.2738503527514755,101
1.0,1.0,1.0,1.0,1.2968840129664065,1.2658351351616044,102
1.0,1.0,1.0,1.0,1.2881737421155528,1.2578056267176754,103
1.0,1.0,1.0,1.0,1.2794436874967159,1.2497636122196267,104
1.0,1.0,1.0,1.0,1.270695889113481,1.2417109225311833,105
1.0,1.0,1.0,1.0,1.2619324506325824,1.2336494321314355,106
1.0,1.0,1.0,1.0,1.2531555363725801,1.2255810563873557,107
1.0,1.0,1.0,1.0,1.2443673678750482,1.217507748554698,108
1.0,1.0,1.0,1.0,1.2355702200779946,1.20943149651749,109
1.0,1.0,1.0,1.0,1.2267664171146648,1.2013543192791625,110
1.0,1.0,1.0,1.0,1.2179583277641628,1.1932782632212826,111
1.0,1.0,1.0,1.0,1.209148360583331,1.1852053981486799,112
1.0,1.0,1.0,1.0,1.2003389587521138,1.177137813142528,113
1.0,1.0,1.0,1.0,1.1915325946670856,1.1690776122454514,114
1.0,1.0,1.0,1.0,1.1827317643199666,1.1610269100050443,115
1.0,1.0,1.0,1.0,1.1739389814996826,1.152987826904102,116
1.0,1.0,1.0,1.0,1.1651567718578961,1.1449624847074706,117
1.0,1.0,1.0,1.0,1.1563876668788466,1.1369530017565468,118
1.0,1.0,1.0,1.0,1.147634197794806,1.1289614882431667,119
1.0,1.0,1.0,1.0,1.1388988894884746,1.1209900414948788,120
1.0,1.0,1.0,1.0,1.130184254423197,1.1130407413033463,121
1.0,1.0,1.0,1.0,1.1214927866409723,1.1051156453269853,122
