f1_score,accuracy,mean-precision,mean-recall,train-loss,test-loss,epoch
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,3.9273998685316602,1.8574223556825182,1
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,1.4839320050416,1.8000841921897384,2
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,1.9556506229669102,1.2134577778553177,3
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,1.510778272598005,1.0441597433295005,4
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,1.0753598773223578,0.9153664997619105,5
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,1.0850380726540305,0.7939838234963199,6
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,1.0088675295382312,0.7075144675571307,7
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.8699640373790404,0.6530964569171497,8
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.8434188264073722,0.5978761781123907,9
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.7922618422838278,0.5532341908682061,10
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.7357184133687459,0.519531290198749,11
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.7090622063842222,0.4878455109482505,12
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.6725561156680182,0.46199453245546995,13
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.6437944881670201,0.43947695846109486,14
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.620514093860497,0.4194521071634479,15
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.5965369848673968,0.40252587193888034,16
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.5773734688489421,0.38776856363166784,17
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.5597307811842116,0.3751614903601909,18
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.5439690070144511,0.36430477364016917,19
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.5303933082964181,0.35482795815119517,20
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.5178970923179215,0.3465302163691788,21
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.506737592918512,0.33918419554454604,22
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4965297900051989,0.3326517574290794,23
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.48711251174581943,0.32681271740125367,24
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4784990922784081,0.3215747048187493,25
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4705367559229891,0.31687585404291024,26
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4631965479042461,0.312657191047148,27
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.456365742113266,0.3088602085706859,28
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4499341427029991,0.30542799666986803,29
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.44384712890378136,0.3023023170078241,30
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4380568298219086,0.29943084454428975,31
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4325317337401108,0.2967687632064275,32
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4272436795201241,0.29428000526091386,33
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.42216669028329395,0.2919362556652653,34
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.41727967172259894,0.2897149415471278,35
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4125628761961005,0.2875979160763662,36
0.9403747870528109,0.9428571428571428,0.9583333333333333,0.9230769230769231,0.4079995604999411,0.28557014758493504,37
